Pergunta,Resposta
"Como peço uma portabilidade de saída? 
Participante quer solicitar portabilidade de saída, como fazer?","O processo de Portabilidade de Saída é 100% digital para algumas entidades. Para fazer a solicitação você deve cadastrar na Plataforma, seguindo os passos:
 Plataforma > Iniciar atendimento > Abrir atendimento participante > Portabilidade de saída.

Após o envio, iremos confirmar os dados com a entidade receptora e enviar o Termo de Portabilidade de Saída via Contraktor para o participante (importante manter dado de e-mail atualizado). Após todas as assinaturas, providenciaremos o pagamento dentro do prazo legal.
"
"Solicitei uma portabilidade de saída, onde acompanho? ","Você pode acompanhar a solicitação de portabilidade de saída através da Plataforma em Iniciar atendimento > Abrir atendimento participante > Portabilidade de saída> colocar a inscrição, nome ou o CPF do participante > pesquisa > Portabilidade de Saída "
"Participante quer portar o plano para o prevcoop, como fazer?","Ao receber do seu cooperado o interesse em portar o plano Precaver que ele possui para o Prevcoop, você deverá: 

Acessar o SOP no menu Manutenção do Plano – Formulários e Manuais, baixar o Termo de opção para portabilidade do Precaver para o Prevcoop.<br>
Preencher com os dados que estão em branco (observe no documento que os demais dados estão preenchidos);<br>
Enviar para Quanta junto com o documento de identificação clicando no item abaixo e-mail. 

IMPORTANTE: é de responsabilidade do participante/colaborador preencher o termo, não serão aceitos se estiverem incompletos! "
"Participante quer portar o plano para o precaver, como fazer?","Ao receber do seu cooperado o interesse em portar o plano Prevcoop que ele possui para o Precaver, você deverá: 

Acessar o SOP no menu Manutenção do Plano – Formulários e Manuais, baixar o Termo de opção para portabilidade do Prevcoop para o Precaver.<br>
Preencher com os dados que estão em branco (observe no documento que os demais dados estão preenchidos);<br>
Enviar para Quanta junto com o documento de identificação clicando no item abaixo e-mail. 

IMPORTANTE: é de responsabilidade do participante/colaborador preencher o termo, não serão aceitos se estiverem incompletos!
"
Como faço para pedir portabilidade de outra entidade fechada?,"Para solicitações de portabilidades oriundas de Entidades Fechadas de Previdência Complementar (EFPC), como por exemplo,  a OAB Prev, Sbot Prev, Visão Prev, Sul Previdência, Prev Unisul, Unimed Fundos de Pensão, SCPREV, Metlife  entre outras, gentileza abrir chamado para obtenção da declaração de concordância, para que o participante possa iniciar a portabilidade na Entidade de Origem."
como cancelar portabilidade de entrada como cancelar uma portabilidade como cancelar uma portabilidade de saida participante desistiu da portabilidade,"Para cancelar uma solicitação de portabilidade de entrada ou de saída, é necessário abrir um chamado (via PRI) com as informações do participante;"
cnpf fundo  cnpj do perfil de investimento  cnpj do perfil renda fixa  cnpj do perfil renda variavel  cnpj funda  qual cnpj dos fundos  qual cnpj dos perfis de investimentos,"Perfil Renda Fixa Precaver (24.249.979/0001/02 ) <br>
Perfil Moderado Multiestratégia Precaver (CNPJ: 24.249.995/0001-97) <br>
Perfil Arrojado Precaver (CNPJ: 24.249.941/0001-21)
Perfil Conservador Referenciado DI e Moderado Inflação são carteiras administradas. "
cnpf fundo  cnpj do perfil de investimento  cnpj do perfil renda fixa  cnpj do perfil renda variavel  cnpj funda  qual cnpj dos fundos  qual cnpj dos perfis de investimentos,"Perfil Moderado Multiestratégia Prevcoop CNPJ: 24.248.178/0001-14<br>
Perfil Conservador Renda Fixa Prevcoop CNPJ: 51.032.832/0001-20 <br>
Perfil Arrojado Prevcoop  CNPJ: 51.033.131/0001-06 <br>
Perfil Conservador Referenciado DI e Moderado Inflação são carteiras administradas"
CNPJ  CNPJ Quanta  cnpj do perfil quanta  cnpj perfil quanta  dados da quanta  qual o cnpb da quanta  qual o cnpj da quanta  qual o numero susep da quanta,"Nome Entidade: Quanta Previdência Cooperativa <br>
CNPJ do Plano: 48.307.224/0001-77 <br>
Tipo: EFPC <br>
CNPB: 20.040.027-11<br>
Tipo de Plano: Plano Fechado<br>
Nome do plano: Precaver<br>
Dados bancários: Banco: 136 Agência: 1214 Conta: 20915-5<br>
Favorecido: Plano de Benefícios Previdenciários do sistema Unicred<br>"
CNPJ  CNPJ Quanta  cnpj do perfil quanta  cnpj perfil quanta  dados da quanta  qual o cnpb da quanta  qual o cnpj da quanta  qual o numero susep da quanta,"Nome Entidade: Quanta Previdência Cooperativa<br>
CNPJ do Plano: 48.307.635/0001-62<br>
Tipo: EFPC <br>
CNPB: 20.160.019-92<br>
Tipo de Plano: Plano Fechado<br>
Nome do plano: Prevcoop<br>
Dados bancários: Banco: 085 Agência: 1214 Conta: 1663356-3<br>
Favorecido: Plano de Benefícios Previdenciários"
cnpb  codigo susep  susep,"Os planos administrados pela Quanta são regulamentados pela PREVIC, não possuímos código SUSEP, nosso código é o CNPB sob o seguinte número: 20.040.027-11."
cnpb  codigo susep  susep,"Os planos administrados pela Quanta são regulamentados pela PREVIC, não possuímos código SUSEP, nosso código é o CNPB sob o seguinte número: 20.160.019-92."
mudar aliquota de imposto de renda  mudar aliquota de ir  mudar de progressiva para regressiva  mudar de regressiva para progressiva  mudar tabela de ir  trocar tabela de imposto de renda,"Fique atento ao comportamento das alíquotas em casos de portabilidade :wink: :

•	Alíquota Progressiva para Alíquota Progressiva – Seguirá a alíquota do plano receptor, ou seja, é tratado como um aporte ao plano.<br>
•	Alíquota Regressiva para Alíquota Regressiva – Recurso recebido traz o prazo de acumulação da regressiva. <br>
•	Alíquota Progressiva para Alíquota Regressiva - Seguirá a alíquota do plano receptor, ou seja, regressiva e é tratado como um aporte ao plano.<br>
•	Alíquota Regressiva para Alíquota Progressiva - Traz o prazo de acumulação da Regressiva, ou seja, fica em uma sub-conta para que se mantenha este prazo."
Como é realizado a portabilidade pro nosso plano vindo do sicoob?,"Para realizar a portabilidade de entrada da instituição do Sicoob, gentileza abrir chamado para obtenção da declaração de concordância, para que o participante possa iniciar a portabilidade na Entidade de Origem."
Como faço para pedir portabilidade que vem do banco do brasil?,"Para realizar a portabilidade de entrada da BrasilPrev é necessário cadastrar a solicitação do participante na Plataforma.

É importante que tenha em mãos um extrato com os dados do plano, pois é necessário enviar todas as informações solicitadas. Para te ajudar disponibilizamos na aba negócios, no nosso portal, o manual de portabilidade com todas as orientações. "
como comparar um pgbl com nosso plano  como comparar um vgbl com o nosso plano  como faco o comparativo de planos  como faco um estudo comparativo de planos  como realizar um comparativo entre planos de previdencia  comparativo de planos  diferença entre pgbl e vgbl,"Olá! Parabéns pela prospecção!
Gostaria de informá-lo que agora contamos com uma ferramenta exclusiva de comparação de Planos disponível na Plataforma Quanta. Você pode acessá-la facilmente no menu lateral esquerdo, clicando em Simuladores > Simulador de Carteira.
Se precisar de um estudo comparativo mais aprofundado, com o apoio técnico da equipe da Quanta, basta abrir um chamado na PRI, utilizando o template Estudos de Portabilidade. Estamos à disposição para ajudar e desejamos ótimos negócios!
Além disso, que tal explorar o curso Comparativo de Planos na ACQUA? Esse curso oferece conhecimento aprofundado e diversas ferramentas que podem auxiliar na sua jornada. Para acessá-lo, basta entrar na ACQUA através da plataforma operacional da Quanta, clicando no botão verde no canto superior esquerdo (Acesse a ACQUA).
Conte sempre conosco!"
Risco  cobertura de risco  coberturas de risco  idade contratacao de risco  o que e cobertura de risco  o que e o seguro  o que sao as coberturas de risco  pendencia para cobertura de risco  quais os valores que podem ser contratados para risco  riscos  seguro de vida,O que você quer saber sobre Proteção Familiar?
O que são proteção familiar? ,"A Proteção Familiar tem o compromisso de garantir uma renda mensal ao participante em caso de invalidez total e permanente, além de proteger a família na ausência do participante. Essa proteção é contratada de forma opcional pelo participante. A idade mínima para contratação é de 18 anos, com um limite de 65 anos para a cobertura de invalidez total e permanente, e de 85 anos para a pensão por morte. Os valores mínimos são de R$ 16,00 para a invalidez total e permanente, e R$ 26,00 para a pensão por morte. 
Os valores destinados à Proteção Familiar são dedutíveis na declaração anual de imposto de renda, têm um baixo custo de contratação e não são sujeitos a inventário. No entanto, se o participante optar por resgatar o plano, essas coberturas serão canceladas, sem a possibilidade de resgate dos valores.
Que tal explorar o curso Proteção Familiar - Vamos Relembrar? na ACQUA? Ele oferece conhecimento valioso para ajudar a esclarecer as dúvidas dos seus cooperados. Lembre-se de acessar a ACQUA pela plataforma operacional da Quanta, clicando no botão verde no canto superior esquerdo (Acesse a ACQUA)."
